StateAbbreviation,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,MapDate
CA,22.99,"36,355.58","4,676,445.78",12.55,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-04-24
CA,28.65,"45,314.88","18,889,636.52",50.71,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-04-24
CA,10.14,"16,036.79","879,449.72",2.36,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-05-01
CA,30.71,"48,565.25","12,581,315.82",33.77,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-05-01
CA,22.99,"36,355.58","4,676,445.78",12.55,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-05-01
CA,28.65,"45,314.88","18,889,636.52",50.71,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-05-01
CA,10.14,"16,036.79","879,449.72",2.36,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-05-08
CA,30.71,"48,565.25","12,581,315.82",33.77,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-05-08
CA,22.99,"36,355.58","4,676,445.78",12.55,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-05-08
CA,28.65,"45,314.88","18,889,636.52",50.71,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-05-08
CA,6.93,"10,954.99","199,032.15",0.53,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-05-15
CA,29.31,"46,349.24","12,178,048.86",32.69,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-05-15
CA,31.80,"50,290.86","5,872,895.14",15.76,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-05-15
CA,28.65,"45,314.88","18,889,636.52",50.71,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-05-15
CA,4.63,"7,322.03","112,356.64",0.30,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-05-22
CA,26.72,"42,250.68","8,310,198.22",22.31,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-05-22
CA,30.95,"48,954.29","6,654,431.90",17.86,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-05-22
CA,34.39,"54,382.97","22,062,625.91",59.22,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-05-22
CA,4.37,"6,909.18","104,422.78",0.28,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-05-29
CA,26.98,"42,663.53","8,318,132.08",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-05-29
CA,30.94,"48,930.32","6,644,023.85",17.83,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-05-29
CA,34.40,"54,406.95","22,073,033.95",59.25,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-05-29
CA,4.37,"6,909.18","104,422.78",0.28,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-06-05
CA,26.98,"42,663.53","8,318,132.08",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-06-05
CA,30.94,"48,935.07","6,645,616.77",17.84,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-06-05
CA,34.40,"54,402.20","22,071,441.03",59.25,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-06-05
CA,4.37,"6,909.18","104,422.78",0.28,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-06-12
CA,26.98,"42,663.53","8,318,132.08",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-06-12
CA,30.95,"48,942.04","6,649,029.50",17.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-06-12
CA,34.40,"54,395.23","22,068,028.30",59.24,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-06-12
CA,7.68,"12,147.08","218,766.52",0.59,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-06-19
CA,26.98,"42,663.53","8,318,132.11",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-06-19
CA,31.03,"49,074.09","6,649,215.71",17.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-06-19
CA,34.31,"54,263.18","22,067,842.07",59.24,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-06-19
CA,7.68,"12,147.08","218,766.52",0.59,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-06-26
CA,26.98,"42,663.53","8,318,132.11",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-06-26
CA,31.04,"49,081.81","6,652,032.43",17.86,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-06-26
CA,34.31,"54,255.46","22,065,025.35",59.23,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-06-26
CA,7.68,"12,147.08","218,766.52",0.59,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-07-03
CA,26.98,"42,663.53","8,318,132.11",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-07-03
CA,30.20,"47,756.27","6,648,066.83",17.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-07-03
CA,35.14,"55,580.99","22,068,990.95",59.24,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-07-03
CA,7.68,"12,147.08","218,766.52",0.59,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-07-10
CA,26.98,"42,663.53","8,318,132.11",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-07-10
CA,30.19,"47,742.47","6,643,948.90",17.83,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-07-10
CA,35.15,"55,594.79","22,073,108.88",59.25,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-07-10
CA,7.68,"12,147.08","218,766.52",0.59,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-07-17
CA,26.98,"42,663.53","8,318,132.11",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-07-17
CA,30.20,"47,755.70","6,646,919.19",17.84,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-07-17
CA,35.15,"55,581.56","22,070,138.59",59.24,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-07-17
CA,7.68,"12,147.08","218,766.52",0.59,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-07-24
CA,26.98,"42,663.53","8,318,132.11",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-07-24
CA,30.19,"47,742.47","6,643,948.90",17.83,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-07-24
CA,35.15,"55,594.79","22,073,108.88",59.25,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-07-24
CA,7.68,"12,147.08","218,766.52",0.59,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-07-31
CA,26.98,"42,663.53","8,318,132.11",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-07-31
CA,30.19,"47,742.47","6,643,948.90",17.83,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-07-31
CA,35.15,"55,594.79","22,073,108.88",59.25,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-07-31
CA,7.68,"12,147.08","218,766.52",0.59,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-08-07
CA,26.98,"42,663.53","8,318,132.11",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-08-07
CA,30.20,"47,753.45","6,646,540.22",17.84,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-08-07
CA,35.15,"55,583.82","22,070,517.57",59.24,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-08-07
CA,7.68,"12,147.08","218,766.52",0.59,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-08-14
CA,26.98,"42,663.53","8,318,132.11",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-08-14
CA,30.11,"47,624.35","6,645,537.18",17.84,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-08-14
CA,35.23,"55,712.91","22,071,520.60",59.25,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-08-14
CA,7.68,"12,147.08","218,766.52",0.59,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-08-21
CA,26.98,"42,663.53","8,318,132.11",22.33,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-08-21
CA,30.11,"47,619.34","6,643,391.03",17.83,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-08-21
CA,35.23,"55,717.92","22,073,666.75",59.25,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-08-21
CA,7.44,"11,770.45","216,197.63",0.58,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-08-28
CA,27.22,"43,040.16","8,320,701.00",22.34,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-08-28
CA,30.13,"47,654.14","6,655,467.20",17.87,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-08-28
CA,35.21,"55,683.12","22,061,590.59",59.22,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-08-28
CA,7.44,"11,770.45","216,197.63",0.58,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-09-04
CA,27.22,"43,040.16","8,320,701.00",22.34,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-09-04
CA,30.12,"47,641.90","6,651,225.63",17.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-09-04
CA,35.22,"55,695.36","22,065,832.15",59.23,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-09-04
CA,7.44,"11,770.45","216,197.63",0.58,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-09-11
CA,27.22,"43,040.16","8,320,701.00",22.34,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-09-11
CA,30.12,"47,631.73","6,645,300.39",17.84,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-09-11
CA,35.22,"55,705.53","22,071,757.40",59.25,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-09-11
CA,7.44,"11,770.45","216,197.63",0.58,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-09-18
CA,27.22,"43,040.16","8,320,701.00",22.34,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-09-18
CA,30.11,"47,619.34","6,643,391.03",17.83,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-09-18
CA,35.23,"55,717.92","22,073,666.75",59.25,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-09-18
CA,7.44,"11,770.45","216,197.63",0.58,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-09-25
CA,27.93,"44,175.32","8,338,064.38",22.38,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-09-25
CA,30.86,"48,806.65","6,842,637.38",18.37,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-09-25
CA,33.76,"53,395.45","21,857,057.03",58.67,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-09-25
CA,7.44,"11,770.45","216,197.63",0.58,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-10-02
CA,27.93,"44,175.32","8,338,064.38",22.38,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-10-02
CA,30.86,"48,806.65","6,842,637.38",18.37,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-10-02
CA,33.76,"53,395.45","21,857,057.03",58.67,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-10-02
CA,7.34,"11,607.86","211,637.52",0.57,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-10-09
CA,27.93,"44,175.32","8,338,064.38",22.38,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-10-09
CA,30.87,"48,826.29","6,846,987.19",18.38,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-10-09
CA,33.75,"53,375.80","21,852,707.22",58.66,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-10-09
CA,6.27,"9,921.43","175,057.10",0.47,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-10-16
CA,27.93,"44,175.32","8,338,064.38",22.38,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-10-16
CA,30.86,"48,809.59","6,843,091.50",18.37,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-10-16
CA,33.76,"53,392.51","21,856,602.91",58.67,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-10-16
CA,8.30,"13,133.44","284,813.93",0.76,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-10-23
CA,21.46,"33,946.20","8,088,682.07",21.71,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-10-23
CA,30.88,"48,839.66","6,854,401.39",18.40,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-10-23
CA,33.74,"53,362.44","21,845,293.02",58.64,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-10-23
CA,6.30,"9,959.00","333,249.97",0.89,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-10-30
CA,26.53,"41,958.88","10,636,215.77",28.55,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-10-30
CA,24.62,"38,937.80","4,180,030.15",11.22,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-10-30
CA,33.68,"53,264.24","21,854,492.17",58.66,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-10-30
CA,6.30,"9,959.00","333,249.97",0.89,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-11-06
CA,26.53,"41,958.88","10,636,215.77",28.55,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-11-06
CA,24.62,"38,928.35","4,178,572.98",11.22,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-11-06
CA,33.69,"53,273.70","21,855,949.35",58.67,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-11-06
CA,6.30,"9,959.00","333,249.97",0.89,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-11-13
CA,26.81,"42,400.23","10,781,806.93",28.94,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-11-13
CA,24.35,"38,504.47","4,039,182.08",10.84,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-11-13
CA,33.67,"53,256.23","21,849,749.09",58.65,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-11-13
CA,6.30,"9,959.00","333,249.97",0.89,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-11-20
CA,26.81,"42,400.23","10,781,806.93",28.94,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-11-20
CA,24.34,"38,491.82","4,033,725.18",10.83,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-11-20
CA,33.68,"53,268.87","21,855,205.99",58.67,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-11-20
CA,6.30,"9,959.00","333,249.97",0.89,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-11-27
CA,26.81,"42,400.23","10,781,806.93",28.94,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-11-27
CA,24.34,"38,489.77","4,033,409.06",10.83,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-11-27
CA,33.68,"53,270.93","21,855,522.11",58.67,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-11-27
CA,6.30,"9,959.00","333,249.97",0.89,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-12-04
CA,26.79,"42,368.57","10,782,224.91",28.94,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-12-04
CA,43.51,"68,812.46","15,726,466.67",42.21,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-12-04
CA,14.53,"22,979.90","10,162,046.52",27.28,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-12-04
CA,6.30,"9,959.00","333,249.97",0.89,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-12-11
CA,26.79,"42,368.57","10,782,224.91",28.94,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-12-11
CA,43.50,"68,789.29","15,717,142.89",42.19,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-12-11
CA,14.55,"23,003.07","10,171,370.29",27.30,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-12-11
CA,6.43,"10,173.90","344,286.04",0.92,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-12-18
CA,26.65,"42,153.67","10,771,188.84",28.91,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-12-18
CA,43.50,"68,795.22","15,719,522.01",42.20,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-12-18
CA,14.54,"22,997.14","10,168,991.17",27.30,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-12-18
CA,6.43,"10,173.90","344,286.04",0.92,0.00,0.00,2,1,D0  ,California,"158,147.87",2007-12-25
CA,26.65,"42,153.67","10,771,188.84",28.91,0.00,0.00,2,2,D1  ,California,"158,147.87",2007-12-25
CA,43.50,"68,792.50","15,718,425.66",42.19,0.00,0.00,2,3,D2  ,California,"158,147.87",2007-12-25
CA,14.54,"22,999.87","10,170,087.52",27.30,0.00,0.00,2,4,D3  ,California,"158,147.87",2007-12-25
CA,6.43,"10,173.90","344,286.04",0.92,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-01-01
CA,26.65,"42,153.67","10,771,188.84",28.91,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-01-01
CA,43.49,"68,784.83","15,716,455.94",42.19,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-01-01
CA,14.55,"23,007.53","10,172,057.25",27.30,0.00,0.00,2,4,D3  ,California,"158,147.87",2008-01-01
CA,8.88,"14,040.52","6,014,132.02",16.14,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-01-08
CA,48.21,"76,245.22","17,093,005.98",45.88,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-01-08
CA,31.56,"49,904.24","13,743,969.63",36.89,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-01-08
CA,8.88,"14,040.52","6,014,132.02",16.14,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-01-15
CA,46.97,"74,278.41","17,084,702.79",45.86,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-01-15
CA,32.80,"51,871.04","13,752,272.82",36.91,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-01-15
CA,8.80,"13,909.59","5,961,673.96",16.00,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-01-22
CA,47.05,"74,409.33","17,137,160.86",46.00,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-01-22
CA,32.80,"51,871.04","13,752,272.82",36.91,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-01-22
CA,40.17,"63,528.64","19,718,974.60",52.93,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-01-29
CA,26.77,"42,343.95","9,485,585.67",25.46,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-01-29
CA,14.83,"23,448.44","2,310,026.20",6.20,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-01-29
CA,45.14,"71,388.07","20,593,778.79",55.28,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-02-05
CA,22.57,"35,700.26","8,723,923.07",23.42,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-02-05
CA,14.06,"22,232.70","2,196,884.62",5.90,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-02-05
CA,44.37,"70,163.15","20,453,853.03",54.90,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-02-12
CA,23.31,"36,860.87","8,863,413.90",23.79,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-02-12
CA,14.06,"22,232.70","2,196,884.62",5.90,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-02-12
CA,44.27,"70,012.22","20,440,084.91",54.87,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-02-19
CA,23.40,"37,011.80","8,877,182.02",23.83,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-02-19
CA,14.06,"22,232.70","2,196,884.62",5.90,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-02-19
CA,21.20,"33,534.75","8,324,949.88",22.35,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-02-26
CA,20.95,"33,128.83","5,291,637.61",14.20,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-02-26
CA,13.33,"21,078.37","2,079,319.78",5.58,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-02-26
CA,21.20,"33,534.75","8,324,949.88",22.35,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-03-04
CA,20.95,"33,128.83","5,291,637.61",14.20,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-03-04
CA,13.33,"21,078.37","2,079,319.78",5.58,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-03-04
CA,21.20,"33,534.75","8,324,949.88",22.35,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-03-11
CA,20.95,"33,128.83","5,291,637.61",14.20,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-03-11
CA,13.33,"21,078.37","2,079,319.78",5.58,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-03-11
CA,21.20,"33,534.75","8,324,949.88",22.35,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-03-18
CA,20.95,"33,128.83","5,291,637.61",14.20,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-03-18
CA,13.33,"21,078.37","2,079,319.78",5.58,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-03-18
CA,25.40,"40,172.44","8,362,647.61",22.45,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-03-25
CA,26.20,"41,431.53","7,124,656.19",19.12,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-03-25
CA,3.88,"6,137.98","208,603.47",0.56,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-03-25
CA,23.90,"37,801.17","8,252,634.23",22.15,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-04-01
CA,27.74,"43,877.72","7,235,089.14",19.42,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-04-01
CA,3.83,"6,063.06","208,183.90",0.56,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-04-01
CA,23.63,"37,367.07","8,620,665.98",23.14,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-04-08
CA,34.15,"54,013.26","7,695,597.94",20.66,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-04-08
CA,5.45,"8,621.54","468,451.11",1.26,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-04-08
CA,35.82,"56,644.24","10,124,582.90",27.18,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-04-15
CA,34.15,"54,013.26","7,695,597.94",20.66,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-04-15
CA,5.45,"8,621.54","468,451.11",1.26,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-04-15
CA,35.82,"56,644.24","10,124,582.90",27.18,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-04-22
CA,34.15,"54,013.26","7,695,597.94",20.66,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-04-22
CA,5.45,"8,621.54","468,451.11",1.26,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-04-22
CA,47.05,"74,412.00","27,852,797.53",74.76,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-04-29
CA,36.40,"57,565.65","8,129,860.73",21.82,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-04-29
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-04-29
CA,43.84,"69,330.26","26,203,509.14",70.34,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-05-06
CA,39.16,"61,938.59","9,601,171.44",25.77,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-05-06
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-05-06
CA,43.82,"69,300.01","26,203,372.65",70.34,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-05-13
CA,39.16,"61,938.59","9,601,171.44",25.77,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-05-13
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-05-13
CA,43.82,"69,300.01","26,203,372.65",70.34,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-05-20
CA,39.16,"61,938.59","9,601,171.44",25.77,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-05-20
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-05-20
CA,43.58,"68,928.57","26,279,182.82",70.54,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-05-27
CA,38.25,"60,488.49","9,472,182.33",25.43,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-05-27
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-05-27
CA,31.48,"49,783.89","15,816,826.74",42.46,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-06-03
CA,54.48,"86,162.88","20,120,592.03",54.01,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-06-03
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-06-03
CA,31.56,"49,917.42","15,818,641.16",42.46,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-06-10
CA,54.48,"86,162.88","20,120,592.03",54.01,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-06-10
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-06-10
CA,10.63,"16,816.43","2,311,640.14",6.21,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-06-17
CA,71.13,"112,492.96","29,229,282.43",78.46,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-06-17
CA,18.07,"28,573.75","5,542,247.43",14.88,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-06-17
CA,10.66,"16,854.02","2,317,434.76",6.22,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-06-24
CA,71.13,"112,492.96","29,229,282.43",78.46,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-06-24
CA,18.07,"28,573.75","5,542,247.43",14.88,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-06-24
CA,10.66,"16,854.02","2,317,434.76",6.22,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-07-01
CA,71.13,"112,492.96","29,229,282.43",78.46,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-07-01
CA,18.07,"28,573.75","5,542,247.43",14.88,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-07-01
CA,10.66,"16,854.02","2,317,434.76",6.22,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-07-08
CA,71.13,"112,492.96","29,229,282.43",78.46,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-07-08
CA,18.07,"28,573.75","5,542,247.43",14.88,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-07-08
CA,10.74,"16,983.42","2,480,033.83",6.66,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-07-15
CA,71.13,"112,492.96","29,229,282.43",78.46,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-07-15
CA,18.07,"28,573.75","5,542,247.43",14.88,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-07-15
CA,11.00,"17,394.08","2,516,949.90",6.76,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-07-22
CA,72.31,"114,360.76","29,191,140.07",78.36,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-07-22
CA,16.57,"26,206.67","5,534,508.99",14.86,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-07-22
CA,11.06,"17,491.71","2,517,295.86",6.76,0.00,0.00,2,1,D0  ,California,"158,147.87",2008-07-29
CA,50.18,"79,365.32","20,000,180.52",53.69,0.00,0.00,2,2,D1  ,California,"158,147.87",2008-07-29
CA,38.70,"61,202.23","14,727,515.28",39.53,0.00,0.00,2,3,D2  ,California,"158,147.87",2008-07-29
