Acres Burned,Latitude,Longitude,Incident Start
43.0,33.895007,-116.90145,2021-06-02T18:30:00Z
50.0,37.24484944019164,-119.86047836209606,2021-06-06T15:20:52Z
939.0,39.084872,-121.333346,2021-06-08T13:59:00Z
250.0,34.383247203440405,-117.41835464122235,2021-06-09T13:15:00Z
1000.0,33.315711565249096,-117.34832277422022,2021-06-09T13:53:00Z
34.0,38.899722,-122.238889,2021-06-09T20:00:00Z
341.0,33.5812044,-116.4518615,2021-06-13T11:12:13Z
67.0,38.3046414,-120.9608439,2021-06-13T16:01:34Z
150.0,39.1956433,-121.3587065,2021-06-13T19:39:00Z
35.0,37.24042,-121.76309,2021-06-14T11:40:00Z
15.0,33.67127,-116.94956,2021-06-15T13:30:00Z
108.0,40.61468,-122.49164,2021-06-15T17:14:55Z
165.0,40.10806,-122.16025,2021-06-15T18:59:10Z
10.0,38.79988,-121.01273,2021-06-16T14:03:42Z
42.0,39.16338,-122.916,2021-06-17T16:45:06Z
402.0,39.77144,-121.76629,2021-06-17T21:37:07Z
560.0,36.59717,-118.20355,2021-06-18T08:00:00Z
11.0,36.47887,-119.10788,2021-06-18T06:33:00Z
800.0,36.03223,-118.85799,2021-06-18T08:00:00Z
1265.0,36.03887,-118.76857,2021-06-18T10:11:21Z
2877.0,36.151231,-121.558858,2021-06-18T11:49:41Z
48.0,34.83498,-118.86258,2021-06-18T18:35:00Z
515.0,32.903917,-116.233056,2021-06-19T08:00:00Z
95.0,33.551747,-116.707967,2021-06-19T13:36:00Z
592.0,36.6000177,-118.1420738,2021-06-19T06:19:04Z
761.0,40.53297,-122.12107,2021-06-20T16:38:04Z
20.0,33.499081,-116.1147496,2021-06-20T17:32:36Z
53.0,33.09183,-116.9543,2021-06-20T18:28:38Z
42.0,38.728881,-121.39247,2021-06-21T16:41:35Z
580.0,41.583949,-120.729446,2021-06-22T11:19:00Z
145.0,36.63228,-120.987172,2021-06-23T13:38:00Z
50.0,40.475558,-122.481055,2021-06-23T13:42:00Z
350.0,33.337282,-117.095858,2021-06-23T16:01:58Z
134.0,41.562302,-120.497502,2021-06-24T18:38:46Z
37.0,37.118582,-121.584194,2021-06-25T14:23:00Z
11.0,38.659971,-120.876096,2021-06-26T13:05:41Z
26409.0,41.459,-122.329,2021-06-24T20:35:24Z
220.0,35.442533,-118.793912,2021-06-26T20:47:10Z
1984.0,34.919,-118.891,2021-06-27T13:07:06Z
76.0,40.039,-121.406,2021-06-27T17:49:34Z
140.0,36.932,-119.735,2021-06-27T17:05:33Z
35.0,34.20849,-117.280416,2021-06-28T10:52:00Z
122.0,33.740058,-117.050236,2021-06-28T16:48:08Z
35.0,41.665191,-122.054254,2021-06-28T16:07:00Z
10580.0,41.665191,-122.054254,2021-06-28T16:07:00Z
118.0,41.917209,-122.374848,2021-06-28T18:14:00Z
277.0,37.02865766813302,-119.25484409482164,2021-06-30T16:22:00Z
12660.0,40.860525,-122.348956,2021-06-30T14:55:56Z
173.0,33.119448,-116.677511,2021-07-03T11:34:00Z
384.0,36.10007,-119.017899,2021-07-03T08:00:32Z
105670.0,39.83203,-120.3415,2021-07-04T09:26:06Z
868.0,34.808751,-118.87933,2021-07-04T14:49:36Z
75.0,36.802809,-119.393795,2021-07-04T17:46:54Z
1011.0,41.80728,-120.638464,2021-07-05T16:34:58Z
80.0,39.253647,-123.224377,2021-07-07T14:30:00Z
92.0,37.06047,-121.05758,2021-07-09T13:26:01Z
110.0,41.28523,-121.77593,2021-07-09T16:41:27Z
86.0,32.82731,-116.6253,2021-07-10T13:38:19Z
128.0,37.865193,-121.667665,2021-07-11T09:22:05Z
71.0,34.85178,-118.81448,2021-07-11T13:29:14Z
9656.0,37.350823,-119.869785,2021-07-11T14:10:26Z
357.0,41.25272,-121.82403,2021-07-11T15:08:43Z
2965.0,37.8024,-118.8745,2021-07-12T14:04:02Z
963309.0,39.871306,-121.389439,2021-07-13T17:15:00Z
43.0,40.1703,-122.64768,2021-07-14T15:18:48Z
35.0,38.0975072,-122.7418335,2021-07-14T15:34:10Z
1320.0,38.4504695,-119.7512546,2021-06-25T19:53:41Z
30.0,32.578481,-116.634023,2021-07-15T16:02:27Z
68637.0,38.6280042,-119.8591887,2021-07-04T11:57:58Z
43.0,39.999396,-122.55195,2021-07-17T17:40:13Z
55.0,40.86955,-120.45187,2021-07-18T13:34:00Z
50.0,33.889516,-117.070814,2021-07-20T13:52:41Z
2098.0,35.41153,-118.46461,2021-07-20T11:40:00Z
45.0,39.383922,-121.24684,2021-07-20T16:36:32Z
25.0,39.976,-123.505,2021-07-23T00:00:00Z
100.0,36.199833,-118.722167,2021-07-26T00:00:00Z
171.0,36.476664,-121.224797,2021-07-28T00:00:00Z
85.0,40.183504,-120.8468224,2021-07-29T19:14:42Z
122653.0,40.35,-123.034,2021-07-30T18:44:00Z
153.0,38.054116,-120.867498,2021-07-30T00:00:00Z
340.0,34.7479248,-118.8217926,2021-07-31T00:00:00Z
75.0,35.65927,-120.560856,2021-07-31T17:10:53Z
145632.0,41.5289901,-121.9154934,2021-08-01T11:28:25Z
50.0,40.466364,-122.482826,2021-08-01T00:00:00Z
223124.0,40.752,-123.337,2021-07-30T12:28:00Z
199359.0,41.389,-123.057,2021-07-30T18:17:40Z
50.0,34.23604,-117.65989,2021-08-03T13:02:00Z
60.0,40.604986,-122.506112,2021-08-04T00:00:00Z
2619.0,39.08805,-121.01468,2021-08-04T08:00:00Z
55.0,41.68499,-121.53946,2021-08-06T11:11:37Z
20.0,41.034362,-121.89008,2021-08-07T00:00:00Z
184.0,39.403918,-121.30845,2021-08-11T00:00:00Z
22.0,38.250596,-122.727542,2021-08-13T00:00:00Z
127.0,38.826123,-122.581257,2021-08-13T00:00:00Z
50.0,39.834099,-123.637032,2021-08-14T00:00:00Z
221835.0,38.586,-120.537833,2021-08-14T18:54:00Z
8777.0,36.268,-118.555,2021-08-16T16:05:54Z
83.0,38.928133,-122.601395,2021-08-18T12:34:00Z
94962.0,41.564,-123.404,2021-08-18T08:50:00Z
295.0,33.474823,-116.659688,2021-08-24T13:38:00Z
10.0,40.616416,-122.514391,2021-08-25T00:00:00Z
639.0,38.038795,-120.454797,2021-08-25T14:55:00Z
680.0,34.186147,-117.440263,2021-08-25T16:11:00Z
160.0,33.918089,-116.877776,2021-08-25T14:17:00Z
59.0,39.216752,-121.040771,2021-08-25T15:33:00Z
100.0,37.962933,-120.402221,2021-08-26T13:20:00Z
50.0,34.25145,-117.4546,2021-08-28T11:25:00Z
1427.0,33.484721,-117.39309,2021-08-28T12:40:00Z
61.0,34.34,-117.466,2021-08-29T12:50:00Z
2421.0,40.8652,-123.6744,2021-08-29T08:00:00Z
16.0,41.03877,-123.52733,2021-08-30T13:30:00Z
44.0,38.0591827,-122.6131992,2021-09-01T14:27:00Z
46.0,38.529123,-120.731748,2021-09-05T10:40:20Z
411.0,38.921239,-121.036613,2021-09-05T12:53:14Z
54.0,33.380079,-117.111157,2021-09-05T15:50:14Z
70.0,34.6776,-120.09009,2021-09-06T14:54:06Z
464.0,34.569383,-118.688821,2021-09-11T16:06:47Z
257.0,39.232362,-123.202039,2021-09-12T14:15:09Z
42.0,36.89365,-119.792528,2021-09-19T11:40:00Z
71.0,34.164501,-117.333215,2021-09-22T11:27:08Z
116.0,38.269863,-122.416983,2021-09-22T14:25:00Z
8578.0,40.729811,-122.320243,2021-09-22T16:45:00Z
80.0,40.649917,-123.02375,2021-10-05T15:34:31Z
24.0,40.287225,-122.436754,2021-10-11T14:35:42Z
447.0,35.983649,-119.960099,2021-10-11T18:43:59Z
132.0,38.170366,-122.241128,2021-10-11T20:02:23Z
16970.0,34.553,-120.136,2021-10-11T14:30:12Z
59.0,39.986836,-122.277441,2021-10-14T16:49:00Z
200.0,41.862388,-120.358206,2021-10-15T15:15:00Z
148.0,37.013464,-121.752106,2021-10-15T14:40:39Z
150.0,37.62879,-121.52692,2021-10-24T13:40:00Z
24.0,33.952633,-117.487947,2021-11-21T11:45:14Z
687.0,36.396461,-121.880533,2022-01-21T17:19:00Z
154.0,33.558085,-117.805666,2022-02-10T04:00:00Z
4136.0,37.369355,-118.371813,2022-02-16T16:06:41Z
21.0,38.46234,-123.015106,2022-03-01T17:15:00Z
88.0,40.67671,-122.4073,2022-03-04T10:31:00Z
120.0,34.4687419,-120.2770391,2022-03-12T11:35:00Z
113.0,41.9525087,-121.9015432,2022-03-12T12:46:00Z
12.0,41.4455854,-122.3685584,2022-03-12T13:17:00Z
10.0,41.234712,-121.692093,2022-03-25T21:23:21Z
10.0,40.44412,-122.690559,2022-04-27T13:56:00Z
15.0,33.510716,-115.916687,2022-04-30T20:33:00Z
60.0,34.018021,-117.462367,2022-05-06T12:51:00Z
171.0,36.974622,-119.443013,2022-05-11T12:39:00Z
200.0,33.509464,-117.744398,2022-05-11T14:51:00Z
46.0,33.886637,-116.900635,2022-05-15T17:33:40Z
25.0,36.051411,-118.98167,2022-05-16T18:36:01Z
682.0,34.935583,-118.873889,2022-05-19T16:15:00Z
28.0,38.015611,-121.998735,2022-05-20T12:08:00Z
120.0,38.824462,-122.049621,2022-05-20T15:08:58Z
36.0,38.8733747,-123.6641833,2022-05-20T15:10:00Z
135.0,38.467322,-122.051923,2022-05-21T15:14:00Z
90.0,40.150329,-122.275649,2022-05-24T11:27:12Z
595.0,39.2333948,-122.0246463,2022-05-24T13:30:00Z
48.0,35.0155237,-120.3564497,2022-05-24T15:00:00Z
431.0,34.090619,-116.447636,2022-05-26T12:23:12Z
5856.0,34.010838,-114.484173,2022-05-26T21:31:18Z
570.0,38.370078,-122.270417,2022-05-31T15:35:00Z
93.0,35.199501,-118.721683,2022-06-03T10:59:00Z
60.0,33.59823,-116.23339,2022-06-04T23:15:00Z
36.0,35.72373,-120.56019,2022-06-06T17:50:00Z
95.0,34.31267,-117.34635,2022-06-06T16:47:00Z
159.0,37.895892,-121.696808,2022-06-09T14:21:00Z
54.0,39.385829,-121.431372,2022-06-09T15:53:00Z
100.0,40.05,-121.776,2022-06-10T11:51:07Z
517.0,34.9324042,-118.9253809,2022-06-11T02:49:16Z
72.0,39.319804,-121.392285,2022-06-11T17:22:09Z
865.0,34.355593,-117.61508,2022-06-12T06:45:19Z
65.0,32.8134303,-116.5882585,2022-06-12T18:16:43Z
577.0,32.614832,-116.737119,2022-06-13T14:56:33Z
593.0,40.00919,-122.45621,2022-06-13T16:16:00Z
70.0,32.567333,-116.750667,2022-06-21T10:08:00Z
20.0,37.459222,-122.27742,2022-06-21T14:30:00Z
2500.0,34.936618,-118.889446,2022-06-22T18:41:00Z
66.0,39.37879,-121.68694,2022-06-22T12:00:00Z
120.0,38.046255,-122.191103,2022-06-23T14:37:00Z
71.0,37.642217,-121.903018,2022-06-23T13:47:38Z
524.0,37.365652,-121.556086,2022-06-23T17:39:00Z
26.0,38.42619,-121.97785,2022-06-23T14:15:00Z
422.0,38.42619,-121.97785,2022-06-23T18:34:00Z
90.0,37.97689,-121.908735,2022-06-24T12:20:00Z
110.0,33.968307,-117.462524,2022-06-25T17:22:36Z
12.0,41.317476,-122.359698,2022-06-26T08:13:12Z
63.0,38.323263,-122.796221,2022-06-27T15:47:53Z
113.0,38.163521,-122.574563,2022-06-27T16:27:00Z
317.0,39.713372,-122.55002,2022-06-28T13:09:03Z
387.0,35.136141,-120.437395,2022-06-28T11:57:00Z
904.0,39.319145,-121.192271,2022-06-28T14:00:00Z
250.0,39.524038,-121.650851,2022-06-30T15:18:00Z
34.0,39.480813,-121.366789,2022-06-30T16:08:11Z
52.0,37.013878,-119.576797,2022-07-01T13:31:00Z
138.0,35.8640822,-120.819059,2022-07-04T09:26:12Z
4478.0,38.334802,-120.665415,2022-07-04T18:42:17Z
30.0,39.42972,-121.430071,2022-07-04T18:51:58Z
20.0,39.8166571,-123.2055576,2022-07-05T17:15:00Z
30.0,39.300253,-121.372749,2022-07-08T13:10:00Z
4886.0,37.499,-119.614,2022-07-07T14:13:08Z
166.0,39.020051,-121.344587,2022-07-09T15:36:05Z
37.0,32.7947379,-116.8460273,2022-07-12T18:28:08Z
115.0,38.0936839,-122.1347757,2022-07-13T16:56:00Z
304.0,40.4411992,-122.3182313,2022-07-14T16:56:00Z
74.0,38.5570067,-121.1183895,2022-07-14T17:46:00Z
60.0,40.010233,-122.433855,2022-07-16T13:05:00Z
38.0,38.9848309,-121.340201,2022-07-17T12:27:36Z
100.0,32.6077664,-116.6077664,2022-07-17T11:25:17Z
43.0,39.90557,-123.598273,2022-07-17T16:36:27Z
421.0,37.481701,-120.02107,2022-07-18T13:13:00Z
82.0,39.314076,-121.27693,2022-07-18T16:43:31Z
17.0,39.058043,-123.33756,2022-07-19T12:25:00Z
121.0,37.719206,-121.656106,2022-07-19T19:08:46Z
64.0,37.935092,-120.4422218,2022-07-21T14:22:00Z
104.0,36.8927679,-121.604728,2022-07-21T15:21:00Z
20.0,38.75794,-120.63742,2022-07-26T16:24:00Z
174.0,33.0819687,-116.7626279,2022-07-27T12:18:00Z
39.0,39.323167,-121.304167,2022-07-27T15:08:00Z
60138.0,41.833813,-122.894782,2022-07-29T14:16:00Z
28.0,34.312437,-117.3463886,2022-07-29T17:06:00Z
222.0,35.5745007,-118.4125811,2022-07-30T16:05:00Z
31.0,41.5734543,-123.0213226,2022-07-30T18:06:00Z
55.0,36.6760553,-119.1902259,2022-07-31T14:27:00Z
85.0,41.6430162,-123.1193265,2022-07-30T21:17:00Z
63.0,41.640867,-122.988315,2022-07-31T19:17:00Z
127.0,36.378236,-118.853671,2022-08-02T13:35:00Z
51.0,37.84349,-120.50806,2022-08-03T15:16:00Z
34.0,41.9708541,-122.7825581,2022-08-04T09:05:00Z
14.0,41.060445,-121.211449,2022-08-08T02:30:00Z
149.0,34.765322,-118.732882,2022-08-10T16:07:00Z
250.0,35.2882644,-118.6292243,2022-08-14T17:40:00Z
22.0,39.04941,-120.9526,2022-08-15T15:48:00Z
325.0,36.17768,-118.71829,2022-08-15T17:15:00Z
58.0,37.70049,-121.97822,2022-08-15T16:21:00Z
53.0,34.48202,-118.60811,2022-08-17T17:31:09Z
48.0,39.2805,-121.1329,2022-08-20T16:35:12Z
14.0,38.9494,-122.6556,2022-08-20T19:26:17Z
150.0,34.2338842,-117.8004523,2022-08-25T13:39:48Z
44.0,39.0543,-121.1103,2022-08-27T11:43:00Z
25.0,41.4672,-123.9277,2022-08-29T19:53:00Z
26.0,41.4626,-123.9477,2022-08-29T07:53:00Z
113.0,34.2026,-117.8608,2022-08-29T11:26:45Z
5208.0,34.5255,-118.6479,2022-08-31T12:01:00Z
4456.0,32.612181,-116.707395,2022-08-31T14:17:00Z
34.0,40.5336,-122.3975,2022-09-01T12:13:00Z
124.0,39.3669,-123.3159,2022-09-01T15:59:00Z
21.0,37.968,-120.4013,2022-09-01T20:40:00Z
3935.0,41.4303,-122.3852,2022-09-02T12:49:00Z
73.0,38.0182816,-120.7489517,2022-09-02T16:18:02Z
13440.0,41.459009,-122.627469,2022-09-02T15:48:00Z
30.0,33.432924,-117.246996,2022-09-04T13:42:00Z
50.0,33.064629,-116.811345,2022-09-05T12:00:00Z
11.0,39.1252,-120.816083,2022-09-06T07:40:00Z
1079.0,34.177,-116.882,2022-09-06T11:52:15Z
16.0,35.580125,-121.012313,2022-09-06T15:15:00Z
130.0,37.080478,-119.485927,2022-09-06T16:23:23Z
76788.0,39.00591,-120.7447,2022-09-06T18:00:00Z
819.0,37.21945,-119.50881,2022-09-07T15:30:00Z
297.0,41.8739166,-121.839853,2022-09-07T14:52:00Z
5843.0,41.87117,-120.29122,2022-09-07T15:59:00Z
160.0,40.44109,-121.81822,2022-09-09T14:31:00Z
48.0,39.1902,-120.8266,2022-09-13T12:51:00Z
29.0,39.9929,-121.2122,2022-09-17T14:58:32Z
30.0,41.4987,-122.3414,2022-09-27T08:54:50Z
50.0,37.38939,-118.50091,2022-10-23T12:55:00Z
