Acres Burned,Latitude,Longitude,Incident Start
122.0,34.009026,-117.239099,2017-08-04T14:25:00Z
50.0,35.70639,-118.47307,2017-08-05T13:16:00Z
1020.0,39.75371,-120.1397,2017-08-06T15:32:00Z
530.0,41.11989,-120.74968,2017-08-06T15:29:00Z
859.0,39.888,-120.066,2017-08-06T19:52:00Z
92.0,33.57139,-116.8247,2017-08-07T14:14:00Z
82.0,35.86596,-120.64584,2017-08-07T18:08:00Z
4736.0,40.17598,-123.36882,2017-08-07T22:30:00Z
338.0,34.92907,-118.9267,2017-08-10T14:32:00Z
100.0,37.14653,-121.68165,2017-08-11T14:55:00Z
15.0,39.87983,-122.5415,2017-08-10T17:24:00Z
114.0,38.49336,-122.2483,2017-08-11T12:57:00Z
19.0,33.797216,-117.124538,2017-08-13T13:34:00Z
775.0,35.7908,-120.77485,2017-08-11T16:06:00Z
41.0,41.99279,-122.9401,2017-08-13T12:41:00Z
1500.0,33.98212,-117.30819,2017-08-13T16:10:00Z
125.0,37.62823,-120.30046,2017-08-13T16:23:00Z
8094.0,37.644,-119.618,2017-08-01T08:45:00Z
7000.0,37.538,-119.598,2017-08-14T14:28:00Z
600.0,33.95036,-116.88066,2017-08-14T15:45:00Z
17.0,40.92602,-121.5935,2017-08-17T14:15:00Z
168.0,33.87679,-117.00258,2017-08-19T16:31:00Z
867.0,39.1234,-121.32957,2017-08-20T14:44:00Z
191125.0,42.29896,-123.95405,2017-07-12T13:45:00Z
186.0,39.9864,-120.89746,2017-08-20T16:26:00Z
78698.0,41.841,-123.474,2017-08-15T07:55:00Z
2295.0,36.257,-118.296,2017-08-02T18:00:00Z
200.0,32.65003,-116.42907,2017-08-21T14:00:00Z
3142.0,41.853,-123.676,2017-08-07T17:45:00Z
7697.0,41.466,-120.321,2017-08-03T14:00:00Z
200.0,37.72543,-121.90516,2017-08-22T14:00:00Z
31.0,36.099681,-120.443545,2017-08-23T13:28:00Z
62.0,33.20988,-116.46989,2017-08-26T11:30:00Z
157.0,40.80968,-120.48641,2017-08-26T12:35:00Z
40.0,40.29831,-122.70449,2017-08-26T15:03:00Z
111.0,36.93332,-119.43376,2017-08-26T14:31:00Z
44.0,37.56181,-121.56425,2017-08-27T17:45:00Z
18.0,38.26294,-122.71998,2017-08-27T13:30:00Z
46.0,33.6444,-117.3968,2017-08-27T14:51:00Z
69.0,36.7279,-119.28241,2017-08-27T18:47:00Z
40.0,41.02705,-123.63721,2017-08-28T08:01:00Z
10.0,38.34421,-120.72274,2017-08-28T17:06:00Z
36556.0,36.15356,-118.74103,2017-08-29T08:29:00Z
54.0,41.222,-122.27499,2017-08-28T21:38:00Z
4016.0,39.57701,-121.30209,2017-08-29T13:16:00Z
12407.0,37.44663,-119.64622,2017-08-29T12:19:00Z
6042.0,40.43962,-120.22215,2017-08-29T14:36:00Z
55.0,41.99483,-121.90077,2017-08-29T15:39:00Z
8925.0,38.655,-119.55425,2017-08-29T15:15:00Z
28.0,41.4844,-120.36659,2017-08-30T11:38:00Z
392.0,39.34292,-121.12004,2017-08-30T15:38:00Z
27.0,41.64469,-120.31814,2017-08-30T14:50:00Z
102.0,36.36113,-120.32685,2017-08-30T16:51:00Z
34.0,40.03697,-123.64214,2017-08-31T13:57:00Z
21846.0,40.76025,-123.10003,2017-08-30T18:00:00Z
30.0,34.52055,-118.62882,2017-08-31T16:32:00Z
130.0,32.6001,-116.76997,2017-09-01T04:20:00Z
5247.0,38.329,-119.782,2017-07-31T13:44:00Z
34.0,33.73547,-117.33364,2017-09-10T13:49:00Z
1749.0,38.12,-119.941,2017-09-03T16:23:00Z
25.0,40.71923,-122.02525,2017-09-01T11:21:00Z
1319.0,35.76,-118.406,2017-09-01T14:37:00Z
7194.0,34.22957,-118.2674,2017-09-01T13:26:00Z
1037.0,37.21616,-119.48067,2017-09-03T13:06:00Z
100.0,36.09486,-120.52189,2017-09-03T09:23:00Z
3800.0,33.97471,-117.09984,2017-09-02T13:33:00Z
120.0,35.31886,-120.50886,2017-09-03T16:59:00Z
21.0,39.01748,-122.49327,2017-09-05T14:55:00Z
79.0,40.13278,-120.9204,2017-09-03T20:32:00Z
100.0,36.99092,-121.59899,2017-09-03T19:17:00Z
680.0,37.37397,-119.83556,2017-09-03T13:10:00Z
18618.0,40.69573,-119.93499,2017-08-30T08:30:00Z
25.0,35.76343,-121.04445,2017-09-23T15:40:00Z
54.0,41.222,-122.292,2017-08-28T22:00:00Z
32.0,40.804,-123.375,2017-08-02T11:13:00Z
39.0,37.896778,-120.504134,2017-09-19T00:22:00Z
25.0,32.59252,-116.61609,2017-09-07T15:41:00Z
0.0,37.73596,-119.78256,2017-09-07T15:00:00Z
74.0,35.5956,-120.56068,2017-09-26T16:45:00Z
43.0,36.17297,-120.87609,2017-09-11T15:11:00Z
2575.0,39.75312,-120.75485,2017-09-05T18:38:00Z
10.0,37.10067,-119.32109,2017-09-11T10:00:00Z
200.0,39.44543,-122.85194,2017-09-12T14:36:00Z
143.0,40.07613,-121.56858,2017-09-28T14:46:00Z
39715.0,42.039,-123.218,2017-08-14T14:00:00Z
50.0,37.41591,-122.3001,2017-09-11T19:41:00Z
900.0,40.98352,-121.81623,2017-09-11T06:58:00Z
40.0,41.98128,-124.01168,2017-09-12T12:45:00Z
12.0,39.44257,-121.60683,2017-09-12T17:24:00Z
58.0,39.42604,-123.03344,2017-09-12T16:08:00Z
13417.0,40.2275,-123.03583,2017-09-12T17:42:00Z
136.0,38.5758,-120.915,2017-09-17T15:18:00Z
483.0,37.14624,-120.015509,2017-09-18T16:04:00Z
146.0,39.02482,-123.1362,2017-09-19T13:02:00Z
155.0,37.63358,-121.49925,2017-09-19T14:05:00Z
237.0,36.24653,-120.31598,2017-09-19T19:47:00Z
48.0,36.94652,-120.90462,2017-09-20T21:07:00Z
245.0,35.12269,-120.39387,2017-09-20T13:41:00Z
10.0,37.76888,-120.15846,2017-09-20T14:53:00Z
28.0,39.8255,-121.7127,2017-09-25T11:03:00Z
55.0,38.4446,-122.0041,2017-09-23T11:05:00Z
26.0,39.03168,-121.40947,2017-09-26T15:20:00Z
22.0,37.77982,-122.169,2017-09-26T12:22:00Z
105.0,35.3024,-120.65279,2017-09-26T15:30:00Z
2662.0,33.8668,-117.68598,2017-09-25T13:03:00Z
18900.0,36.27138,-118.48555,2017-09-27T14:00:00Z
444.0,34.67403,-120.4393,2017-09-29T14:42:00Z
40.0,35.59302,-118.46734,2017-09-29T15:58:00Z
35.0,33.74925,-117.10301,2017-09-29T18:01:00Z
100.0,38.43658,-121.97233,2017-10-02T09:37:00Z
17.0,37.41231,-119.87465,2017-10-03T11:44:00Z
20.0,40.20077,-122.24731,2017-10-03T16:22:00Z
87.0,39.15016,-122.576,2017-10-06T14:38:00Z
40.0,40.70627,-122.24199,2017-10-08T04:53:00Z
20.0,38.51937,-123.24713,2017-10-07T20:00:00Z
10.0,40.24789,-122.255,2017-10-08T12:15:00Z
20.0,40.88516,-123.96844,2017-10-08T16:40:00Z
8500.0,39.62496,-121.52966,2017-10-08T21:45:00Z
51624.0,38.39206,-122.24367,2017-10-09T21:52:00Z
36807.0,38.60895,-122.62879,2017-10-08T21:45:00Z
44573.0,38.4041,-122.5209,2017-10-09T22:00:00Z
8283.0,38.31802,-122.39052,2017-10-08T23:48:00Z
6151.0,39.39455,-121.40613,2017-10-09T00:57:00Z
9989.0,39.32198,-121.4021,2017-10-08T23:03:00Z
76.0,39.19325,-121.08406,2017-10-09T00:00:00Z
36523.0,39.24873,-123.16635,2017-10-08T23:36:00Z
130.0,38.40234,-120.52953,2017-10-09T01:10:00Z
1660.0,38.14242,-122.47301,2017-10-09T14:00:00Z
45.0,35.28738,-120.44448,2017-10-09T14:30:00Z
50.0,35.21556,-118.56578,2017-10-26T11:55:00Z
2207.0,39.01387,-122.64543,2017-10-09T23:59:00Z
821.0,39.24549,-121.12792,2017-10-08T00:01:00Z
150.0,39.74679,-121.67261,2017-10-09T15:05:00Z
9217.0,33.87041,-117.70975,2017-10-09T09:51:00Z
866.0,33.60247,-117.34192,2017-10-26T12:34:00Z
194.0,40.02261,-121.91425,2017-10-26T20:00:00Z
58.0,36.7528,-119.2288,2017-10-11T15:59:00Z
17357.0,38.76549,-122.90939,2017-10-09T08:30:00Z
391.0,37.18356,-122.07012,2017-10-16T22:30:00Z
50.0,34.22551,-118.05545,2017-10-17T03:43:00Z
148.0,40.46836,-123.51619,2017-10-14T16:00:00Z
183.0,35.19008,-118.76152,2017-10-12T10:42:00Z
25.0,33.18716,-116.50897,2017-10-15T14:05:00Z
19.0,39.06414,-121.13737,2017-10-10T12:30:00Z
29.0,38.77921,-120.46234,2017-10-10T15:36:00Z
23.0,33.50488,-117.02132,2017-10-10T14:57:00Z
34.0,34.21829,-117.40625,2017-12-05T13:28:00Z
260.0,34.16564,-117.33334,2017-12-05T13:35:00Z
50.0,33.8826,-117.00589,2017-10-23T10:31:00Z
40.0,34.13534,-117.4982,2017-10-24T10:27:00Z
184.0,35.3091,-118.701,2017-10-15T17:11:00Z
73.0,35.78616,-120.96514,2017-10-13T12:14:00Z
426.0,38.848,-120.287,2017-10-13T13:16:00Z
100.0,39.0199,-122.57487,2017-10-14T05:00:00Z
100.0,38.46123,-122.58152,2017-10-14T20:35:00Z
0.0,38.36685,-122.64001,2017-10-09T01:30:00Z
31.0,36.5858,-121.80377,2017-10-15T14:55:00Z
116.0,37.7393,-121.85663,2017-10-17T14:00:00Z
1088.0,33.402411,-117.402445,2017-10-17T10:19:00Z
13.0,37.89532,-120.84748,2017-10-18T12:53:00Z
6049.0,34.45283,-118.58188,2017-12-05T11:31:00Z
15619.0,34.31283,-118.35863,2017-12-05T03:44:00Z
281893.0,34.41521,-119.09124,2017-12-04T18:28:00Z
40.0,33.96514,-117.4764,2017-12-04T12:26:00Z
43.0,39.81517,-122.28165,2017-11-02T14:40:00Z
370.0,38.46111,-119.48284,2017-11-13T11:28:00Z
81.0,33.38613,-117.46709,2017-10-13T15:40:00Z
40.0,33.90327,-116.50151,2017-11-14T16:11:00Z
86.0,34.34949,-119.30918,2017-10-24T14:44:00Z
21.0,35.41112,-120.00353,2017-10-20T12:13:00Z
47.0,36.38109,-121.00391,2017-11-25T16:46:00Z
100.0,32.64962,-116.37345,2017-10-21T13:04:00Z
99.0,34.035344,-116.940661,2017-11-29T12:19:00Z
4088.0,33.3237,-117.163,2017-12-07T11:15:00Z
300.0,33.59257,-117.14979,2017-12-07T13:14:00Z
19.0,33.88994,-116.91023,2017-12-13T15:27:00Z
422.0,34.09454,-118.48178,2017-12-06T06:31:00Z
14.0,34.71796,-120.27077,2017-12-16T12:21:00Z
14.0,34.605358,-120.414875,2017-12-14T12:59:00Z
45.0,33.9885,-117.38417,2017-12-21T11:16:00Z
80.0,38.869036,-119.61865,2017-12-28T20:51:00Z
30.0,35.92436,-119.94083,2018-04-12T14:30:00Z
50.0,35.96689,-121.28185,2018-02-07T15:53:00Z
2070.0,37.40208,-118.50235,2018-02-18T14:12:00Z
12.0,37.73835,-121.6039,2018-05-14T13:06:00Z
1261.0,33.62924,-117.05992,2018-05-17T14:19:00Z
15.0,33.711263,-116.164058,2018-04-15T04:38:00Z
258.0,34.0232,-119.76576,2018-03-27T14:45:00Z
11.0,40.4635,-121.77419,2018-03-27T16:20:00Z
21.0,33.86439,-117.48144,2018-04-09T18:18:00Z
12.0,33.12213,-116.58759,2018-05-10T20:41:00Z
127.0,41.65935,-122.48556,2018-05-09T18:11:00Z
18.0,33.88744,-117.16232,2018-04-22T13:35:00Z
20.0,39.89075,-120.18499,2018-04-26T15:00:00Z
60.0,34.74245,-120.18236,2018-05-17T12:53:00Z
18.0,33.40178,-117.27467,2018-05-09T22:00:00Z
300.0,33.389425,-117.502405,2018-05-04T11:44:00Z
1756.0,36.85156,-120.77206,2018-05-02T16:00:00Z
70.0,33.504964,-117.148204,2018-05-04T14:48:00Z
15.0,33.467999,-117.003829,2018-05-04T18:53:00Z
1065.0,36.71537,-118.08449,2018-04-19T10:28:00Z
0.0,40.70258,-123.55012,2018-04-24T16:59:00Z
73.0,33.67815,-117.32281,2018-04-28T14:26:00Z
26.0,35.826333,-118.9821,2018-05-18T11:00:00Z
103.0,40.31759,-122.21032,2018-05-18T16:37:00Z
27.0,41.791859,-122.513883,2018-05-19T13:04:00Z
88.0,37.056944,-121.01638,2018-05-20T13:07:00Z
12.0,38.16303,-122.23059,2018-05-21T11:56:00Z
59.0,33.35505,-117.03134,2018-05-22T14:13:00Z
56.0,37.0979,-119.75307,2018-05-23T14:30:00Z
100.0,35.56922,-120.12441,2018-05-24T10:43:00Z
108.0,36.75581,-119.42172,2018-05-26T14:52:00Z
16.0,37.21803,-121.76828,2018-05-27T17:05:00Z
10.0,33.53924,-116.10231,2018-05-28T07:23:00Z
75.0,39.65578,-122.58666,2018-05-28T17:33:00Z
63.0,37.32744,-121.10903,2018-05-29T12:58:00Z
25.0,35.71859,-120.64028,2018-05-29T13:11:00Z
